,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7753,0.7504,0.697,0.1307,0.2201,0.24,0.7995
0_1,0.8278,0.7547,0.7273,0.1237,0.2115,0.2358,0.7798
0_2,0.7167,0.7119,0.625,0.113,0.1914,0.1997,0.7919
0_3,0.7889,0.7791,0.7812,0.1256,0.2165,0.2525,0.7771
0_4,0.8862,0.8538,0.9062,0.1576,0.2685,0.3288,0.8054
0_5,0.7592,0.7095,0.6562,0.1019,0.1765,0.1874,0.7586
0_6,0.6748,0.6515,0.5312,0.0872,0.1498,0.138,0.7623
0_7,0.7589,0.7307,0.6562,0.1214,0.2049,0.2192,0.7993
0_8,0.8226,0.8058,0.8182,0.1436,0.2443,0.2863,0.7943
0_9,0.7787,0.7577,0.7273,0.127,0.2162,0.2409,0.7857
0_Mean,0.7789,0.7505,0.7126,0.1232,0.21,0.2329,0.7854
0_SD,0.0591,0.0557,0.1059,0.0198,0.0332,0.0526,0.0159
Mean,0.7789,0.7505,0.7126,0.1232,0.21,0.2329,0.7854
SD,0.0591,0.0558,0.1059,0.0198,0.0332,0.0526,0.0159
