,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6667,0.625,0.75,0.6667,0.7059,0.2582,0.6429
0_1,0.6771,0.6667,0.5,0.8,0.6154,0.3443,0.6429
0_2,0.6354,0.7292,0.625,0.8333,0.7143,0.4583,0.7143
0_3,0.8854,0.625,0.25,1.0,0.4,0.3536,0.5714
0_4,0.6667,0.7292,0.625,0.8333,0.7143,0.4583,0.7143
0_5,0.5729,0.4583,0.25,0.5,0.3333,-0.0913,0.4286
0_6,0.625,0.5625,0.625,0.625,0.625,0.125,0.5714
0_7,0.7188,0.6458,0.625,0.7143,0.6667,0.2887,0.6429
0_8,0.6333,0.5333,0.6667,0.6667,0.6667,0.0667,0.5714
0_9,0.875,0.775,0.75,0.8571,0.8,0.5367,0.7692
0_Mean,0.6956,0.635,0.5667,0.7496,0.6242,0.2798,0.6269
0_SD,0.1045,0.0974,0.1813,0.1429,0.1462,0.1964,0.0971
Mean,0.6956,0.635,0.5667,0.7496,0.6242,0.2798,0.6269
SD,0.1045,0.0975,0.1813,0.1428,0.1462,0.1963,0.0971
