,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8674,0.5577,0.125,0.125,0.125,0.1153,0.9809
0_1,0.4653,0.4896,0.0,0.0,,-0.0152,0.9686
0_2,0.7513,0.6146,0.25,0.1176,0.16,0.1583,0.9713
0_3,0.5925,0.5549,0.125,0.0833,0.1,0.0899,0.9754
0_4,0.7255,0.5556,0.125,0.0909,0.1053,0.095,0.9768
0_5,0.7075,0.6112,0.25,0.0909,0.1333,0.1354,0.9645
0_6,0.7737,0.6167,0.25,0.1429,0.1818,0.1772,0.9754
0_7,0.8011,0.5987,0.2222,0.1,0.1379,0.1334,0.9658
0_8,0.6607,0.5486,0.1111,0.0909,0.1,0.0881,0.9754
0_9,0.6953,0.6042,0.2222,0.1667,0.1905,0.1808,0.9768
0_Mean,0.704,0.5752,0.1681,0.1008,0.1371,0.1158,0.9731
0_SD,0.1131,0.041,0.0837,0.0444,0.0341,0.0573,0.0053
Mean,0.704,0.5752,0.168,0.1008,0.1371,0.1158,0.9731
SD,0.1131,0.041,0.0837,0.0444,0.0341,0.0573,0.0053
