,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7326,0.6093,0.2857,0.1017,0.15,0.1336,0.916
0_1,0.6392,0.6286,0.3333,0.1045,0.1591,0.1484,0.9086
0_2,0.7295,0.6223,0.3182,0.1077,0.1609,0.1463,0.9099
0_3,0.6312,0.5892,0.2381,0.0962,0.137,0.1157,0.9221
0_4,0.5769,0.5854,0.2381,0.0862,0.1266,0.1053,0.9147
0_5,0.6188,0.534,0.1429,0.0484,0.0723,0.0406,0.9048
0_6,0.7718,0.7219,0.5238,0.1486,0.2316,0.2448,0.9098
0_7,0.7679,0.7283,0.5238,0.1719,0.2588,0.269,0.9221
0_8,0.6627,0.5886,0.2381,0.0943,0.1351,0.1139,0.9209
0_9,0.6363,0.608,0.2857,0.0984,0.1463,0.13,0.9135
0_Mean,0.6767,0.6216,0.3128,0.1058,0.1578,0.1448,0.9142
0_SD,0.0682,0.0605,0.1232,0.0336,0.0528,0.0667,0.0061
Mean,0.6767,0.6216,0.3128,0.1058,0.1578,0.1448,0.9142
SD,0.0682,0.0605,0.1232,0.0336,0.0528,0.0667,0.0061
