,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6139,0.5855,0.5857,0.131,0.2141,0.102,0.5854
0_1,0.6272,0.6097,0.6143,0.1424,0.2312,0.1314,0.6061
0_2,0.5934,0.5425,0.4783,0.1134,0.1833,0.0509,0.5945
0_3,0.5685,0.5665,0.5507,0.1218,0.1995,0.0789,0.5793
0_4,0.6501,0.6132,0.6143,0.1448,0.2343,0.136,0.6124
0_5,0.6171,0.5594,0.5143,0.122,0.1973,0.0715,0.5959
0_6,0.6967,0.6236,0.5571,0.1612,0.25,0.1548,0.6772
0_7,0.608,0.5871,0.4857,0.1429,0.2208,0.1096,0.669
0_8,0.6261,0.6132,0.5714,0.1504,0.2381,0.1387,0.6469
0_9,0.6134,0.5943,0.5429,0.1407,0.2235,0.1153,0.6359
0_Mean,0.6214,0.5895,0.5515,0.1371,0.2192,0.1089,0.6202
0_SD,0.0341,0.0266,0.0479,0.0147,0.0208,0.0333,0.0349
Mean,0.6214,0.5895,0.5515,0.1371,0.2192,0.1089,0.6203
SD,0.0341,0.0266,0.0479,0.0147,0.0208,0.0333,0.0349
