,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4821,0.4744,0.375,0.0096,0.0188,-0.0108,0.5716
0_1,0.7091,0.7127,0.875,0.021,0.0411,0.0888,0.5539
0_2,0.6908,0.6736,0.75,0.0201,0.0392,0.0735,0.5989
0_3,0.6507,0.6626,0.75,0.0191,0.0373,0.0683,0.5771
0_4,0.5527,0.5734,0.5556,0.0166,0.0323,0.0328,0.5907
0_5,0.5435,0.5725,0.5,0.0153,0.0297,0.0315,0.6434
0_6,0.5193,0.5463,0.5,0.0134,0.0261,0.0196,0.5915
0_7,0.5139,0.5017,0.375,0.011,0.0214,0.0007,0.6257
0_8,0.624,0.6032,0.625,0.0162,0.0316,0.0435,0.582
0_9,0.6594,0.6012,0.625,0.0161,0.0313,0.0426,0.5779
0_Mean,0.5946,0.5922,0.5931,0.0159,0.0309,0.039,0.5913
0_SD,0.0815,0.0754,0.1649,0.0037,0.0073,0.0316,0.0263
Mean,0.5945,0.5922,0.5931,0.0158,0.0309,0.039,0.5913
SD,0.0815,0.0754,0.1649,0.0037,0.0073,0.0316,0.0263
