,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.646,0.6314,0.5143,0.1791,0.2657,0.1733,0.7259
0_1,0.6635,0.6189,0.5,0.1691,0.2527,0.1555,0.7149
0_2,0.6164,0.5928,0.4493,0.152,0.2271,0.1211,0.709
0_3,0.6677,0.6488,0.5797,0.1778,0.2721,0.1888,0.7048
0_4,0.6581,0.6575,0.5714,0.1923,0.2878,0.2056,0.7269
0_5,0.6662,0.6358,0.5571,0.1726,0.2635,0.1732,0.6993
0_6,0.6755,0.6432,0.5429,0.1845,0.2754,0.1875,0.7241
0_7,0.6849,0.648,0.5571,0.1857,0.2786,0.1928,0.7214
0_8,0.638,0.6082,0.4714,0.165,0.2444,0.143,0.7186
0_9,0.6706,0.6065,0.5,0.157,0.2389,0.1363,0.6924
0_Mean,0.6587,0.6291,0.5243,0.1735,0.2606,0.1677,0.7137
0_SD,0.0201,0.0215,0.0441,0.0129,0.0193,0.0277,0.0119
Mean,0.6587,0.6291,0.5243,0.1735,0.2606,0.1677,0.7137
SD,0.0201,0.0215,0.0441,0.0129,0.0193,0.0277,0.0119
