,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7723,0.6613,0.381,0.1481,0.2133,0.2055,0.927
0_1,0.6514,0.626,0.3333,0.0986,0.1522,0.1416,0.9035
0_2,0.6765,0.6158,0.3333,0.0805,0.1296,0.1189,0.8837
0_3,0.5386,0.5911,0.2381,0.102,0.1429,0.1214,0.9257
0_4,0.6001,0.6498,0.381,0.1111,0.172,0.1673,0.9047
0_5,0.6451,0.5835,0.2381,0.082,0.122,0.1005,0.9109
0_6,0.6475,0.5765,0.2381,0.0694,0.1075,0.0854,0.8973
0_7,0.7905,0.7676,0.619,0.1646,0.26,0.2867,0.9084
0_8,0.6955,0.5995,0.2727,0.0938,0.1395,0.1199,0.9084
0_9,0.6678,0.6015,0.2857,0.0845,0.1304,0.1141,0.9009
0_Mean,0.6685,0.6273,0.332,0.1035,0.1569,0.1461,0.907
0_SD,0.074,0.0565,0.1151,0.0306,0.0467,0.0602,0.0128
Mean,0.6685,0.6273,0.332,0.1035,0.1569,0.1461,0.907
SD,0.074,0.0565,0.1151,0.0306,0.0467,0.0602,0.0127
