,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6616,0.6317,0.4146,0.1278,0.1954,0.1559,0.8267
0_1,0.562,0.5979,0.3171,0.1226,0.1769,0.1273,0.8502
0_2,0.697,0.6935,0.55,0.1497,0.2353,0.2176,0.8228
0_3,0.7187,0.6947,0.525,0.168,0.2545,0.2336,0.8476
0_4,0.7198,0.7166,0.6,0.1579,0.25,0.2404,0.8216
0_5,0.7084,0.6724,0.5,0.1439,0.2235,0.1982,0.8278
0_6,0.6348,0.6283,0.4,0.127,0.1928,0.1534,0.834
0_7,0.6732,0.6757,0.5,0.1493,0.2299,0.2049,0.834
0_8,0.6778,0.6916,0.55,0.1467,0.2316,0.2138,0.8191
0_9,0.6553,0.6349,0.4146,0.1328,0.2012,0.1621,0.8327
0_Mean,0.6709,0.6637,0.4771,0.1426,0.2191,0.1907,0.8316
0_SD,0.0475,0.0381,0.0872,0.0147,0.0261,0.0384,0.0105
Mean,0.6709,0.6637,0.4771,0.1426,0.2191,0.1907,0.8316
SD,0.0475,0.0381,0.0872,0.0147,0.0261,0.0384,0.0105
