,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7292,0.6572,0.7083,0.5667,0.6296,0.3109,0.6491
0_1,0.6307,0.5833,0.5,0.5217,0.5106,0.1677,0.5965
0_2,0.8088,0.7394,0.76,0.6786,0.717,0.4752,0.7368
0_3,0.7412,0.6456,0.76,0.5588,0.6441,0.2946,0.6316
0_4,0.5819,0.4962,0.68,0.4359,0.5312,-0.008,0.4737
0_5,0.6638,0.5856,0.64,0.5161,0.5714,0.1706,0.5789
0_6,0.7138,0.6812,0.8,0.5882,0.678,0.3666,0.6667
0_7,0.5244,0.5031,0.6,0.4412,0.5085,0.0063,0.4912
0_8,0.7231,0.6213,0.68,0.5484,0.6071,0.2416,0.614
0_9,0.8086,0.75,0.875,0.6364,0.7368,0.503,0.7321
0_Mean,0.6925,0.6263,0.7003,0.5492,0.6134,0.2529,0.6171
0_SD,0.0926,0.087,0.1066,0.0765,0.0826,0.1742,0.0879
Mean,0.6926,0.6263,0.7003,0.5492,0.6134,0.2528,0.6171
SD,0.0926,0.087,0.1066,0.0765,0.0826,0.1742,0.0879
