,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7467,0.6066,0.3333,0.0112,0.0217,0.0417,0.8777
0_1,0.7956,0.7958,0.6667,0.0351,0.0667,0.141,0.9239
0_2,0.7867,0.7747,0.6667,0.0227,0.044,0.1079,0.8818
0_3,0.3963,0.4311,0.0,0.0,,-0.0255,0.8587
0_4,0.6855,0.7015,0.5,0.0274,0.0519,0.0991,0.9008
0_5,0.8279,0.8204,0.75,0.0361,0.069,0.1489,0.8899
0_6,0.8084,0.8046,0.75,0.0283,0.0545,0.1276,0.8587
0_7,0.5915,0.6079,0.3333,0.0115,0.0222,0.0426,0.8803
0_8,0.9795,0.9378,1.0,0.0319,0.0619,0.1672,0.8762
0_9,0.9699,0.9413,1.0,0.0337,0.0652,0.1725,0.883
0_Mean,0.7588,0.7422,0.6,0.0238,0.0508,0.1023,0.8831
0_SD,0.1724,0.1587,0.3138,0.0123,0.0181,0.0642,0.0192
Mean,0.7588,0.7422,0.6,0.0238,0.0508,0.1023,0.8831
SD,0.1724,0.1587,0.3138,0.0123,0.0182,0.0642,0.0192
